"poi_id","valine_kood","x","y"
1191578,"JKK3700353",555596,6592324
1191530,"JKK5100052",605426,6535540
1191722,"JKK7000048",547203,6515917
1191687,"JKK8400049",590862,6491783
1232686,"JKK8400082",584976,6490471
1191803,"JKK7800067",656519,6480108
1232814,"JKK3700571",551100,6580412
1233139,"JKK8400018",590243,6472592
1232983,"JKK7800086",683406,6508102
1232867,"JKK3700859",553577,6595548
1233105,"JKK3700136",523330,6583779
1232847,"JKK4400204",734074,6588390
1232725,"JKK4400207",667162,6584352
1233216,"JKK7800282",659120,6464503
1233088,"JKK7800221",658946,6464742
1233204,"JKK3700865",551641,6578370
1191594,"JKK4900015",635328,6512586
1232714,"JKK4400209",692310,6581957
1218989,"JKK4400180",692308,6581962
1218945,"JKK6500081",679756,6439942
1232902,"JKK4900100",644416,6518499
1232746,"JKK7800215",657542,6474136
1191829,"JKK5100080",595515,6535441
1233167,"JKK7800316",658393,6476369
1218988,"JKK3700146",566454,6562054
1232939,"JKK3700018",550146,6589538
1191952,"JKK4900032",632521,6505502
1219073,"JKK5100078",588967,6526832
1232819,"JKK4400205",734704,6591491
1232766,"JKK7800142",649189,6474589
1232757,"JKK7800275",661658,6472511
1191564,"JKK3700220",547134,6587882
1191729,"JKK8400006",595723,6469697
1232848,"JKK4400148",736317,6589154
1218979,"JKK3700394",546411,6578103
1233090,"JKK3700572",547300,6582873
1232904,"JKK3700027",549576,6586830
1232972,"JKK3700539",549574,6586830
1218983,"JKK7000047",543052,6559840
1232772,"JKK0900193",529392,6566939
1232773,"JKK3700188",529352,6566955
1233214,"JKK3700593",529506,6567095
1232999,"JKK4400176",693806,6581743
1240184,"JKK3700782",551361,6587608
1191552,"JKK4400150",686299,6580848
1219040,"JKK4400177",686353,6580758
1240188,"JKK8400084",591935,6469353
1218995,"JKK8600017",689058,6417380
1233123,"JKK4400320",694651,6586210
1232931,"JKK7800173",659876,6476293
1233041,"JKK7800229",659876,6476294
1232807,"JKK8400059",591757,6471513
1232990,"JKK8600150",673219,6402056
1233028,"JKK3700107",527236,6554382
1232806,"JKK8400098",591756,6471599
1232866,"JKK8400055",591785,6471464
1233042,"JKK3700601",548913,6588207
1219066,"JKK3700159",553236,6590812
1233099,"JKK5100099",601824,6511184
1208492,"JKK5100099",601817,6511130
1219064,"JKK5900042",638499,6575968
1233067,"JKK7800317",661109,6474140
1218929,"JKK7800036",628800,6461960
1232754,"JKK3700209",540606,6581508
1232851,"JKK3700138",576084,6579427
1232884,"JKK7800220",635320,6460762
1232753,"JKK3700208",540570,6581137
1233044,"JKK7800209",663120,6473490
1232673,"JKK3700065",546160,6587323
1232912,"JKK3700046",546249,6587434
1191984,"JKK4900022",609302,6501415
1232788,"JKK8600102",709515,6434648
1191559,"JKK3700037",552321,6585465
1233128,"JKK3700878",552259,6585211
1232710,"JKK3700005",552349,6585348
1233129,"JKK3700552",552139,6585547
1233075,"JKK7800144",663660,6473572
1219128,"JKK5900070",635387,6582531
1191520,"JKK7000001",544672,6543281
1232882,"JKK7000001",544669,6543306
1232687,"JKK4900099",647269,6513375
1232716,"JKK3700928",545928,6588527
1233191,"JKK3700565",518383,6572259
1191942,"JKK6500040",670887,6429234
1232850,"JKK7000130",550266,6532422
1232849,"JKK7000136",550263,6532427
1233182,"JKK7000068",547933,6549685
1240203,"JKK7000068",547939,6549727
1233144,"JKK7000063",547935,6549681
1232898,"JKK3700518",534160,6579296
1240191,"JKK3700567",592197,6574650
1232880,"JKK3700567",592197,6574650
1233157,"JKK0900274",551483,6587962
1191696,"JKK5900016",633860,6582482
1233080,"JKK8200089",614914,6429297
1191496,"JKK7800119",660263,6472311
1191980,"JKK8200027",636480,6423080
1191871,"JKK4400072",662393,6594335
1232682,"JKK6700055",529561,6473965
1232957,"JKK4900098",635582,6512167
1232782,"JKK4900101",638745,6516126
1233083,"JKK3700768",539904,6591871
1233021,"JKK5900204",611035,6569233
1191761,"JKK3700006",540024,6591504
1218963,"JKK3700304",540016,6591620
1191876,"JKK5900021",630002,6578512
1233002,"JKK3700858",537817,6573042
1233024,"JKK8600030",680882,6414229
1233102,"JKK8600099",649199,6412047
1219956,"JKK3700748",575630,6578823
1232703,"JKK3700842",548584,6587334
1191608,"JKK7000037",565860,6522005
1232896,"JKK3700530",577732,6551952
1233184,"JKK8400057",591925,6470758
1232926,"JKK6500032",681684,6440890
1233001,"JKK8200079",623658,6405277
1232722,"JKK5700106",473807,6532618
1233119,"JKK3700546",533810,6585242
1191927,"JKK6500053",682631,6434069
1232830,"JKK6500121",682471,6434030
1219046,"JKK6500085",703878,6444693
1233121,"JKK8400093",613239,6490065
1232853,"JKK3700906",539105,6566990
1232798,"JKK3700537",534279,6575014
1232991,"JKK6500026",704708,6444201
1232729,"JKK5900118",644019,6600821
1233101,"JKK3700702",548132,6599295
1224531,"JKK5900150",629962,6540475
1233193,"JKK3700914",548714,6582416
1233074,"JKK3700573",555894,6572601
1232701,"JKK3700860",547778,6588803
1233215,"JKK0900196",533524,6584040
1232978,"JKK3700927",538746,6587411
1233089,"JKK3700955",518693,6551421
1219182,"JKK7800059",657860,6472916
1232909,"JKK3700249",540735,6584821
1233185,"JKK8600109",673031,6402085
1232742,"JKK3700349",522676,6573755
1232810,"JKK3700799",553195,6592413
1233202,"JKK3700580",552933,6591510
1233200,"JKK7400145",411686,6459711
1212464,"JKK6500132",688428,6451176
1219105,"JKK3700411",522858,6583311
1191655,"JKK3700176",554447,6585145
1191862,"JKK7800023",659994,6472185
1240196,"JKK6700028",536988,6470848
1191760,"JKK5900048",636789,6580783
1233107,"JKK4400235",712859,6590791
1191726,"JKK3700165",504147,6578465
1232950,"JKK3700287",536695,6587056
1233166,"JKK3700854",532373,6576131
1232988,"JKK7800237",656816,6475109
1218974,"JKK7800204",656965,6475068
1232697,"JKK7800249",668626,6472032
1232836,"JKK4400160",734094,6586736
1240186,"JKK4400160",734094,6586736
1232684,"JKK7800057",662020,6474769
1218922,"JKK4400305",735516,6589248
1232833,"JKK4400268",735582,6589188
1191763,"JKK4400043",735526,6589222
1191637,"JKK5100051",616712,6537503
1219179,"JKK3700450",537499,6591689
1233036,"JKK3700579",537501,6591688
1185046,"JKK7400024",414219,6459533
1191795,"JKK7400062",414003,6459494
1191886,"JKK3700205",537308,6591974
1218991,"JKK3700449",536953,6591841
1218888,"JKK3700489",537310,6592160
1219153,"JKK3700498",537454,6592007
1232758,"JKK7000072",553241,6555232
1233086,"JKK7800280",660255,6470658
1233039,"JKK7800224",660158,6470650
1182790,"JKK5900008",643267,6598262
1191702,"JKK5900008",643236,6598249
1233059,"JKK3700846",540084,6591032
1232932,"JKK8600064",694801,6403453
1233155,"JKK8600093",694805,6403453
1232973,"JKK3700199",549977,6587107
1233063,"JKK4900073",614013,6504384
1233162,"JKK4900053",614009,6504384
1232834,"JKK4400326",735825,6589220
1232745,"JKK3700905",545661,6600811
1232759,"JKK7000071",542798,6560614
1232797,"JKK4400222",693853,6584004
1232877,"JKK8400086",579709,6443581
1232791,"JKK3700877",557295,6591128
1232747,"JKK7800207",658862,6475714
1233153,"JKK8400092",601990,6473452
1191573,"JKK3700055",504965,6577524
1233071,"JKK7800219",658601,6467859
1232959,"JKK3700013",504691,6577680
1233035,"JKK3700585",503656,6578168
1232799,"JKK7000140",547086,6516213
1232778,"JKK3700306",524685,6575272
1232777,"JKK3700747",524678,6575216
1232694,"JKK4400318",695276,6580391
1232878,"JKK3700621",556805,6583611
1191830,"JKK7800062",663754,6473124
1191495,"JKK5100166",582786,6518975
1191491,"JKK5100055",602414,6511769
1218909,"JKK4400044",736933,6591657
1240201,"JKK5100128",583524,6521133
1232949,"JKK5100034",581843,6519235
1191606,"JKK5100064",581639,6519240
1233199,"JKK3700554",547860,6586944
1191818,"JKK3700266",536169,6583054
1232969,"JKK7800156",658764,6471593
1233207,"JKK6500005",681722,6439800
1232674,"JKK3700125",546426,6586904
1232934,"JKK3700264",546427,6586899
1232691,"JKK8200125",622401,6406897
1232922,"JKK3700089",539796,6592248
1233160,"JKK3700549",540280,6591321
1218959,"JKK3700400",540392,6591112
1232921,"JKK3700094",540424,6591131
1191537,"JKK5900044",627769,6555016
1191632,"JKK4400168",684650,6585845
1233137,"JKK4400055",684755,6586046
1219129,"JKK5700019",473837,6532424
1232708,"JKK5700117",473909,6532423
1240190,"JKK5700118",473782,6532352
1232915,"JKK3700223",551120,6593441
1218937,"JKK3700742",551214,6593406
1191700,"JKK3700211",539198,6587481
1233187,"JKK8400108",600509,6461494
1232975,"JKK3700868",541641,6588525
1232907,"JKK3700246",542305,6587746
1232718,"JKK3700913",546999,6587389
1233151,"JKK7800216",662831,6478280
1232869,"JKK3700587",553949,6595605
1232895,"JKK3700598",533411,6583944
1240182,"JKK6500003",698500,6434256
1233069,"JKK3700140",521288,6577493
1219076,"JKK4400200",700294,6575857
1218966,"JKK3700471",531095,6602459
1233146,"JKK3700369",560889,6593225
1233195,"JKK7800084",668227,6466649
1232831,"JKK4400296",736655,6587322
1232715,"JKK3700950",546905,6590344
1219086,"JKK3700434",547766,6587114
1191541,"JKK3700382",548010,6586999
1232952,"JKK4400225",685359,6589996
1233055,"JKK3700847",530541,6585277
1191675,"JKK7000030",547417,6540020
1240197,"JKK4400115",736592,6589107
1233029,"JKK4400038",695237,6584872
1233003,"JKK4400232",697487,6579933
1232695,"JKK4400219",697885,6580332
1233005,"JKK4400234",697245,6579875
1232962,"JKK4400236",684757,6588122
1191892,"JKK8200030",622330,6406462
1191866,"JKK3700335",550769,6587847
1232993,"JKK7800284",664906,6510085
1233118,"JKK3700510",534223,6585435
1233148,"JKK5100097",590980,6530448
1233178,"JKK5900043",627879,6554524
1240194,"JKK5900043",627889,6554489
1191508,"JKK3700274",539515,6591234
1218904,"JKK3700467",539507,6591229
1219098,"JKK3700374",539553,6591240
1232826,"JKK5900173",621298,6579864
1191776,"JKK7800109",656650,6475904
1232919,"JKK3700259",540851,6590219
1191581,"JKK3700206",540810,6590030
1232917,"JKK3700474",540853,6590141
1191665,"JKK7800152",660550,6471411
1232881,"JKK7800251",681633,6499795
1232951,"JKK4400135",684921,6588985
1232767,"JKK3700711",511691,6565674
1232817,"JKK4400300",694693,6567952
1232925,"JKK3900019",427402,6541056
